1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,HouseAge,RemodAge,GarageAge,TotalSF,AboveGradeSF,IsRemodeled,Has2ndFlr,HasPorch,HasDeck
720,0.0,2.0,No,495,Rec,225,0,,720,TA,7879,60.0,0.0,523,5,4,720,105,75,,1440.0,720.0,1,0,0,0
1580,0.0,3.0,No,0,Unf,1580,830,RFn,1580,Gd,11932,92.0,186.0,24,5,8,1580,18,17,17.0,3160.0,1580.0,1,0,0,0
1440,0.0,4.0,Gd,1440,,0,0,,1440,TA,7711,42.0,0.0,0,3,4,1440,48,48,,2880.0,1440.0,0,0,0,0
738,,3.0,No,193,GLQ,545,540,Fin,1476,Gd,8633,64.0,0.0,35,5,6,738,20,20,20.0,1476.0,738.0,0,0,0,0
1500,0.0,3.0,Av,20,GLQ,1480,570,RFn,1500,Gd,8487,63.0,210.0,36,5,7,1500,21,21,21.0,3000.0,1500.0,0,0,0,0
884,464.0,3.0,No,0,,884,216,Unf,1348,TA,6000,50.0,0.0,0,8,5,884,100,28,65.0,2232.0,1348.0,1,1,0,0
1200,0.0,1.0,Mn,661,GLQ,203,884,Unf,1200,Gd,9230,71.0,166.0,64,8,5,864,60,27,48.0,2064.0,1200.0,1,0,0,0
1394,0.0,3.0,No,609,BLQ,785,514,RFn,1394,TA,9500,,247.0,76,5,6,1394,62,62,62.0,2788.0,1394.0,0,0,0,0
800,832.0,4.0,No,400,GLQ,336,484,Unf,1632,Gd,9130,,252.0,40,8,6,800,59,25,59.0,2432.0,1632.0,1,1,0,0
912,0.0,3.0,No,842,ALQ,70,336,Unf,912,TA,8521,70.0,0.0,0,5,5,912,58,58,51.0,1824.0,912.0,0,0,0,0
1370,1254.0,4.0,No,1128,BLQ,242,864,Unf,2624,TA,22420,86.0,0.0,0,6,6,1370,107,75,107.0,3994.0,2624.0,1,1,0,0
1696,0.0,3.0,No,0,Unf,1140,349,,1696,TA,13673,40.0,0.0,30,5,5,1140,63,63,63.0,2836.0,1696.0,0,0,0,0
682,548.0,2.0,No,0,Unf,440,440,Unf,1230,TA,10440,60.0,0.0,0,6,5,440,115,44,59.0,1670.0,1230.0,1,1,0,0
1549,1178.0,3.0,No,297,Rec,556,440,Unf,2727,Gd,10570,70.0,0.0,74,8,8,853,93,31,93.0,3580.0,2727.0,1,1,0,0
728,728.0,3.0,No,0,Unf,728,429,RFn,1456,TA,15578,105.0,0.0,0,5,6,728,19,19,19.0,2184.0,1456.0,0,1,0,0
864,0.0,3.0,No,375,,250,660,Unf,864,Gd,6960,60.0,0.0,0,6,4,864,55,55,36.0,1728.0,864.0,0,0,0,0
970,739.0,3.0,No,0,Unf,970,380,Unf,1709,Gd,2522,24.0,50.0,40,5,6,970,21,19,21.0,2679.0,1709.0,1,1,0,0
810,855.0,3.0,No,643,GLQ,167,528,Fin,1665,Gd,8400,70.0,0.0,45,6,8,810,24,24,24.0,2475.0,1665.0,0,1,0,0
1372,1274.0,,Gd,987,GLQ,360,656,RFn,2646,Gd,9900,90.0,256.0,60,5,7,1347,32,32,32.0,3993.0,2646.0,0,1,1,0
798,,3.0,No,0,Unf,798,595,RFn,1640,Gd,7226,72.0,0.0,45,5,7,798,22,22,22.0,1596.0,798.0,0,0,0,0
1014,685.0,3.0,Mn,440,BLQ,538,420,Unf,1699,TA,10615,107.0,0.0,74,5,3,978,125,55,105.0,2677.0,1699.0,1,1,0,0
1663,0.0,2.0,Gd,1116,BLQ,248,529,,1663,Gd,53227,,0.0,137,6,4,1364,71,31,71.0,3027.0,1663.0,1,0,0,0
1728,0.0,6.0,No,1332,Rec,396,504,Unf,1728,TA,9100,70.0,336.0,0,5,5,1728,62,62,62.0,3456.0,1728.0,0,0,0,0
1055,790.0,,No,0,Unf,1055,462,RFn,1845,Gd,11218,70.0,0.0,104,5,6,1055,33,33,33.0,2900.0,1845.0,0,1,0,0
1020,831.0,3.0,Gd,536,BLQ,169,440,RFn,1851,Gd,9760,80.0,340.0,42,8,6,822,61,32,61.0,2673.0,1851.0,1,1,0,0
1489,0.0,3.0,No,0,Unf,1489,776,RFn,1489,Gd,11216,81.0,0.0,140,5,8,1489,19,19,19.0,2978.0,1489.0,0,0,0,0
864,0.0,2.0,No,612,Rec,252,300,Unf,864,TA,9100,70.0,0.0,0,6,6,864,66,66,17.0,1728.0,864.0,0,0,0,0
1256,0.0,3.0,No,830,BLQ,136,276,Fin,1256,TA,9937,75.0,0.0,68,6,5,1256,60,60,60.0,2512.0,1256.0,0,0,0,1
816,0.0,2.0,No,816,,0,816,Fin,816,TA,6600,60.0,0.0,0,8,5,816,43,22,40.0,1632.0,816.0,1,0,0,0
902,918.0,4.0,Gd,454,ALQ,410,492,Unf,1820,Gd,13700,,288.0,84,6,7,864,60,37,60.0,2684.0,1820.0,1,1,0,0
912,1215.0,4.0,Mn,48,BLQ,422,833,RFn,2127,Gd,13125,103.0,0.0,192,5,7,1104,34,34,34.0,3231.0,2127.0,0,1,0,0
1065,0.0,3.0,No,0,Unf,1065,461,Unf,1065,TA,8892,80.0,66.0,0,5,5,1065,65,65,51.0,2130.0,1065.0,0,0,0,0
1200,0.0,4.0,No,0,Unf,1200,312,Unf,1200,TA,11340,84.0,0.0,0,5,6,1200,102,75,102.0,2400.0,1200.0,1,0,0,0
1208,0.0,2.0,Av,686,GLQ,501,632,RFn,1208,Gd,6762,64.0,24.0,61,5,7,1187,19,19,19.0,2395.0,1208.0,0,0,0,0
1133,1349.0,4.0,Gd,0,Unf,1094,642,Fin,2482,Gd,12665,88.0,245.0,39,5,8,1094,20,19,20.0,3576.0,2482.0,1,1,0,0
1720,,3.0,No,919,GLQ,801,527,Fin,1720,Gd,10593,59.0,338.0,56,5,7,1720,29,29,29.0,3440.0,1720.0,0,0,0,0
840,0.0,3.0,No,116,LwQ,556,0,,840,TA,4388,55.0,0.0,0,7,5,672,95,75,,1512.0,840.0,1,0,0,0
1294,0.0,3.0,No,1200,GLQ,78,496,,1294,Gd,7153,,88.0,51,5,6,1278,34,34,34.0,2572.0,1294.0,0,0,0,0
1090,0.0,2.0,No,980,ALQ,110,450,Fin,1090,TA,7024,60.0,0.0,49,5,5,1090,20,19,20.0,2180.0,1090.0,1,0,0,0
1165,,4.0,No,0,Unf,1141,420,Fin,2263,Gd,12090,93.0,650.0,123,5,8,1141,27,27,27.0,2306.0,1165.0,0,0,0,1
969,0.0,3.0,Av,716,BLQ,253,440,Unf,969,TA,10356,120.0,0.0,0,6,5,969,50,50,50.0,1938.0,969.0,0,0,0,0
894,0.0,2.0,No,0,Unf,894,1248,RFn,894,TA,18000,120.0,0.0,20,4,3,894,90,75,31.0,1788.0,894.0,1,0,0,0
1028,,2.0,No,0,Unf,1008,360,Unf,1028,TA,8960,56.0,0.0,0,6,5,1008,98,75,98.0,2036.0,1028.0,1,0,0,0
979,979.0,4.0,No,484,Rec,495,492,Unf,1958,TA,7136,82.0,423.0,0,6,6,979,79,75,79.0,2937.0,1958.0,1,1,0,0
1795,0.0,2.0,Av,0,Unf,1795,895,RFn,1795,Gd,9986,75.0,428.0,49,5,8,1795,19,18,18.0,3590.0,1795.0,1,0,0,0
1940,0.0,3.0,Av,1646,GLQ,284,606,Fin,1940,Ex,10159,83.0,450.0,95,5,9,1930,16,15,15.0,3870.0,1940.0,1,0,0,0
1178,0.0,3.0,No,1084,BLQ,92,439,Unf,1178,Gd,10000,80.0,0.0,0,6,5,1176,52,25,52.0,2354.0,1178.0,1,0,0,0
810,672.0,,No,156,BLQ,516,400,Unf,1482,Fa,12155,,0.0,0,8,6,672,100,75,91.0,2154.0,1482.0,1,1,0,0
1428,0.0,3.0,No,0,,1417,554,RFn,1428,Ex,12274,91.0,256.0,60,5,7,1417,17,17,17.0,2845.0,1428.0,0,0,0,0
864,0.0,,Av,460,BLQ,404,338,Unf,864,TA,15523,36.0,0.0,0,6,5,864,53,53,53.0,1728.0,864.0,0,0,0,0
616,495.0,3.0,Mn,236,LwQ,0,200,Unf,1111,TA,9084,60.0,0.0,0,6,5,616,84,75,84.0,1727.0,1111.0,1,1,0,0
680,790.0,3.0,No,310,,370,420,Fin,1470,TA,9765,,68.0,63,8,6,680,32,32,32.0,2150.0,1470.0,0,1,0,0
1116,0.0,3.0,No,0,Unf,1116,440,Unf,1116,TA,10000,87.0,261.0,0,6,6,1116,63,63,63.0,2232.0,1116.0,0,0,0,0
864,,2.0,No,414,,450,288,Unf,864,Gd,7332,60.0,207.0,0,6,6,864,66,66,66.0,1728.0,864.0,0,0,0,0
1297,0.0,,No,1213,Rec,84,498,Fin,1297,TA,8532,74.0,650.0,0,6,5,1297,71,35,71.0,2594.0,1297.0,1,0,0,0
1113,0.0,3.0,No,607,ALQ,506,264,Unf,1113,Gd,9600,80.0,0.0,80,7,5,1113,75,18,75.0,2226.0,1113.0,1,0,0,0
1501,0.0,3.0,Gd,679,GLQ,811,577,RFn,1501,Gd,10335,78.0,183.0,29,5,7,1490,26,26,26.0,2991.0,1501.0,0,0,0,0
764,783.0,3.0,Mn,24,GLQ,732,614,Unf,1547,Gd,8640,72.0,0.0,45,5,7,756,16,16,16.0,2303.0,1547.0,0,1,0,0
991,956.0,3.0,No,222,GLQ,769,678,RFn,1947,Gd,12552,100.0,0.0,136,5,7,991,21,20,21.0,2938.0,1947.0,1,1,0,0
1717,0.0,3.0,Av,0,Unf,1709,908,RFn,1717,Gd,11146,87.0,250.0,39,5,8,1709,19,19,19.0,3426.0,1717.0,0,0,0,0
1052,0.0,3.0,Av,504,,506,440,Unf,1052,TA,8816,80.0,80.0,0,7,6,1010,54,54,54.0,2062.0,1052.0,0,0,0,0
1127,886.0,3.0,Av,862,,255,455,Unf,2013,TA,9920,92.0,0.0,130,5,7,1117,29,28,28.0,3130.0,2013.0,1,1,0,0
1266,0.0,2.0,Av,0,Unf,1266,388,Fin,1266,Gd,3182,43.0,16.0,16,5,7,1266,18,18,18.0,2532.0,1266.0,0,0,0,0
1992,876.0,4.0,Av,240,GLQ,1752,716,Fin,2868,Ex,16056,85.0,208.0,108,5,9,1992,20,19,20.0,4860.0,2868.0,1,1,0,0
980,1276.0,4.0,No,300,GLQ,652,554,Fin,2256,Gd,8795,,0.0,54,5,7,952,25,25,25.0,3208.0,2256.0,0,1,0,0
1414,0.0,3.0,Av,24,GLQ,1390,494,RFn,1414,Gd,8773,65.0,98.0,105,5,7,1414,21,21,21.0,2828.0,1414.0,0,0,0,0
936,785.0,3.0,No,814,GLQ,114,471,,1721,Gd,8462,70.0,105.0,87,5,6,928,31,31,31.0,2649.0,1721.0,0,1,0,1
811,741.0,3.0,No,550,ALQ,163,434,RFn,1552,TA,11475,85.0,0.0,208,6,6,713,50,50,50.0,2265.0,1552.0,0,1,0,0
698,430.0,2.0,No,0,Unf,698,528,RFn,1128,TA,7500,60.0,0.0,0,4,4,698,105,75,45.0,1826.0,1128.0,1,1,0,0
1118,0.0,3.0,Av,522,ALQ,574,358,Fin,1118,TA,9880,76.0,0.0,0,6,6,1096,48,48,48.0,2214.0,1118.0,0,0,0,0
1728,0.0,4.0,Gd,936,Rec,396,574,Unf,1728,TA,12640,55.0,0.0,0,5,6,1728,49,49,49.0,3456.0,1728.0,0,0,0,0
1686,762.0,4.0,No,1361,GLQ,88,711,RFn,2448,Gd,46589,52.0,528.0,76,7,8,1629,31,20,31.0,4077.0,2448.0,1,1,0,0
1473,0.0,1.0,Gd,1324,GLQ,113,452,Unf,1473,Ex,25095,65.0,0.0,48,8,5,1437,57,22,57.0,2910.0,1473.0,1,0,0,0
1187,530.0,3.0,Mn,902,LwQ,254,400,RFn,1717,Gd,13758,44.0,117.0,36,5,7,1156,35,34,35.0,2873.0,1717.0,1,1,0,0
1166,0.0,2.0,Gd,655,GLQ,201,400,Fin,1166,Gd,9587,59.0,182.0,0,5,7,856,20,20,20.0,2022.0,1166.0,0,0,0,0
1370,0.0,2.0,Mn,24,GLQ,1346,484,RFn,1370,Gd,6442,44.0,178.0,49,5,8,1370,19,19,19.0,2740.0,1370.0,0,0,0,0
1724,0.0,3.0,Av,528,ALQ,1152,480,RFn,1724,TA,17871,,359.0,0,5,6,1680,58,49,58.0,3404.0,1724.0,1,0,0,0
970,739.0,,No,0,Unf,970,380,Unf,1709,Gd,2522,24.0,50.0,40,5,7,970,21,21,21.0,2679.0,1709.0,0,1,0,0
483,,2.0,No,358,ALQ,125,264,Unf,987,TA,1680,21.0,604.0,0,3,6,483,54,54,54.0,966.0,483.0,0,0,0,0
901,901.0,4.0,No,352,LwQ,441,216,Unf,1802,TA,7588,54.0,0.0,0,6,7,793,105,75,105.0,2595.0,1802.0,1,1,0,0
1170,1175.0,4.0,No,503,Rec,449,360,Unf,2345,TA,16560,80.0,0.0,0,8,6,952,93,75,93.0,3297.0,2345.0,1,1,0,0
1068,0.0,3.0,No,663,GLQ,396,264,RFn,1068,TA,8414,70.0,0.0,0,8,6,1059,62,22,62.0,2127.0,1068.0,1,0,0,0
1617,0.0,2.0,No,165,LwQ,598,533,,1617,Gd,8012,50.0,0.0,69,5,6,1604,32,31,32.0,3221.0,1617.0,1,0,0,0
1244,0.0,3.0,No,777,Rec,467,336,Unf,1244,TA,11988,90.0,0.0,40,6,6,1244,68,68,68.0,2488.0,1244.0,0,0,0,0
1180,0.0,2.0,No,0,Unf,700,252,Unf,1180,Fa,11600,80.0,0.0,0,5,4,700,103,75,103.0,1880.0,1180.0,1,0,0,0
520,623.0,2.0,No,0,Unf,600,480,RFn,1223,Gd,2544,24.0,0.0,166,5,7,600,20,20,20.0,1743.0,1143.0,0,1,0,0
1686,0.0,3.0,No,625,BLQ,0,612,Unf,1686,TA,10240,79.0,157.0,131,6,6,1686,45,45,45.0,3372.0,1686.0,0,0,0,0
1646,0.0,3.0,Gd,1513,GLQ,125,800,RFn,1646,Gd,9520,71.0,338.0,44,5,8,1638,18,17,17.0,3284.0,1646.0,1,0,0,1
1144,0.0,3.0,No,594,BLQ,270,264,RFn,1144,TA,10000,80.0,0.0,0,6,5,864,64,42,64.0,2008.0,1144.0,1,0,0,0
939,858.0,3.0,Av,0,Unf,939,639,,1797,Gd,9245,79.0,0.0,53,5,7,939,19,19,19.0,2736.0,1797.0,0,1,0,1
1224,0.0,2.0,,0,,0,462,Unf,1224,TA,9842,70.0,0.0,0,5,4,0,63,63,63.0,1224.0,1224.0,0,0,0,0
992,873.0,3.0,No,735,GLQ,257,839,,1865,Gd,10316,,0.0,184,5,7,992,25,25,25.0,2857.0,1865.0,0,1,0,0
1056,0.0,3.0,No,846,Rec,210,308,RFn,1056,TA,8176,70.0,0.0,0,6,5,1056,67,33,67.0,2112.0,1056.0,1,0,0,0
1966,1174.0,4.0,No,0,Unf,1926,820,Fin,3140,Ex,13518,104.0,860.0,78,5,9,1926,17,16,16.0,5066.0,3140.0,1,1,0,0
1212,0.0,3.0,Av,506,ALQ,0,492,Unf,1212,TA,8471,88.0,46.0,12,7,6,506,48,30,47.0,1718.0,1212.0,1,0,0,1
1694,0.0,3.0,Av,1369,GLQ,317,636,RFn,1694,Gd,10084,75.0,186.0,57,5,8,1686,21,20,21.0,3380.0,1694.0,1,0,0,0
802,709.0,3.0,Av,714,GLQ,88,413,Fin,1511,TA,11207,70.0,0.0,75,5,6,802,28,28,28.0,2313.0,1511.0,0,1,0,0
1057,0.0,3.0,No,731,GLQ,326,246,Unf,1057,Gd,7922,68.0,0.0,52,7,5,1057,72,18,72.0,2114.0,1057.0,1,0,0,0
1246,1044.0,4.0,No,0,Unf,777,560,Unf,2290,TA,11340,60.0,0.0,0,6,4,777,140,75,54.0,3067.0,2290.0,1,1,0,0
1377,806.0,4.0,No,1002,GLQ,0,786,Unf,2183,Gd,13837,,178.0,0,5,7,1204,37,37,37.0,3387.0,2183.0,0,1,0,0
1699,1523.0,5.0,Mn,1470,GLQ,203,594,Unf,3222,Gd,12376,90.0,0.0,0,5,7,1673,35,35,35.0,4895.0,3222.0,0,1,0,0
909,807.0,2.0,No,0,Unf,880,512,RFn,1716,Gd,8750,70.0,0.0,120,5,7,880,29,29,29.0,2596.0,1716.0,0,1,0,0
1342,0.0,3.0,No,251,Rec,491,457,Unf,1342,TA,9790,,0.0,0,5,6,1372,58,58,58.0,2714.0,1342.0,0,0,0,0
1504,0.0,2.0,No,16,GLQ,1330,437,Fin,1504,Gd,3182,43.0,14.0,20,5,7,1346,20,19,20.0,2850.0,1504.0,1,0,0,0
1053,,3.0,No,0,Unf,1053,648,RFn,1992,Gd,9375,75.0,768.0,45,5,8,1053,22,21,22.0,2106.0,1053.0,1,0,0,0
624,628.0,2.0,No,510,BLQ,90,462,,1252,Gd,2160,24.0,212.0,48,5,7,600,26,25,26.0,1852.0,1252.0,1,1,0,0
999,0.0,3.0,No,588,ALQ,411,264,Unf,999,Gd,7758,,0.0,132,7,5,999,63,24,62.0,1998.0,999.0,1,0,0,0
741,622.0,3.0,No,0,,622,528,Unf,1363,TA,7740,60.0,0.0,0,7,4,622,115,75,59.0,1985.0,1363.0,1,1,0,0
1165,0.0,3.0,Gd,312,Rec,276,490,RFn,1165,TA,9020,82.0,183.0,129,7,6,1127,59,59,59.0,2292.0,1165.0,0,0,0,0
1668,0.0,3.0,Av,1059,GLQ,567,702,,1668,Gd,11248,90.0,215.0,45,5,9,1626,23,23,23.0,3294.0,1668.0,0,0,0,0
1158,1218.0,4.0,Av,0,Unf,1158,853,RFn,2376,Gd,14215,101.0,380.0,154,5,8,1158,20,19,20.0,3534.0,2376.0,1,1,0,1
889,551.0,3.0,No,0,Unf,540,352,Unf,1440,TA,5000,63.0,0.0,0,4,5,540,125,75,85.0,1980.0,1440.0,1,1,0,0
794,676.0,,Av,182,GLQ,612,388,Fin,1470,TA,13869,,0.0,75,6,6,794,28,28,28.0,2264.0,1470.0,0,1,0,0
1541,0.0,3.0,Mn,1201,,340,532,,1541,Gd,12182,95.0,226.0,70,5,7,1541,20,20,20.0,3082.0,1541.0,0,0,0,0
1440,0.0,4.0,No,133,ALQ,1307,0,,1440,Fa,12108,92.0,270.0,0,4,4,1440,70,70,,2880.0,1440.0,0,0,0,0
1146,0.0,3.0,Av,786,GLQ,82,438,,1146,Gd,9590,73.0,442.0,22,5,7,868,22,22,22.0,2014.0,1146.0,0,0,0,0
1494,0.0,,Av,437,LwQ,0,481,Fin,1494,Ex,9549,30.0,0.0,30,5,8,1494,30,29,30.0,2988.0,1494.0,1,0,0,0
1462,,4.0,No,1170,GLQ,292,738,Fin,2224,Ex,8834,74.0,216.0,0,5,9,1462,21,20,21.0,2924.0,1462.0,1,0,0,0
820,523.0,3.0,No,0,Unf,731,186,Unf,1343,TA,7681,54.0,0.0,0,6,5,731,104,75,104.0,2074.0,1343.0,1,1,0,0
1210,1242.0,4.0,No,281,,747,683,Fin,2452,Gd,16226,66.0,0.0,50,5,8,1028,27,26,27.0,3480.0,2452.0,1,1,0,0
1127,850.0,4.0,No,442,Rec,374,540,RFn,1977,TA,9500,100.0,272.0,52,6,6,816,61,47,61.0,2793.0,1977.0,1,1,0,0
1064,703.0,2.0,No,495,GLQ,354,504,RFn,1767,Gd,5306,44.0,0.0,35,7,7,1064,38,38,38.0,2831.0,1767.0,0,1,0,0
1324,,2.0,No,863,GLQ,461,550,Fin,1324,Gd,6240,48.0,176.0,38,5,8,1324,19,19,19.0,2648.0,1324.0,0,0,0,0
912,546.0,3.0,No,0,Unf,912,330,Unf,1458,TA,17503,78.0,0.0,0,5,6,912,77,75,77.0,2370.0,1458.0,1,1,0,0
1314,0.0,3.0,No,24,GLQ,1290,440,RFn,1314,Gd,9317,78.0,0.0,22,5,6,1314,19,19,19.0,2628.0,1314.0,0,0,0,0
1575,0.0,,No,430,GLQ,1145,529,RFn,1575,Gd,8012,50.0,0.0,0,5,6,1575,33,33,33.0,3150.0,1575.0,0,0,0,0
1620,0.0,2.0,Gd,1022,GLQ,598,912,Fin,1620,Ex,12898,89.0,70.0,0,5,9,1620,18,17,17.0,3240.0,1620.0,1,0,0,0
1104,684.0,5.0,Av,0,Unf,1104,304,Unf,1788,TA,11250,,0.0,0,5,4,1104,68,36,68.0,2892.0,1788.0,1,1,0,0
913,0.0,3.0,Gd,187,LwQ,0,240,Unf,913,TA,8400,70.0,0.0,0,5,6,814,59,59,35.0,1727.0,913.0,0,0,0,0
2073,0.0,,No,790,ALQ,589,500,Unf,2073,TA,13175,85.0,119.0,0,6,6,1542,47,37,47.0,3615.0,2073.0,1,0,0,0
764,677.0,2.0,No,0,Unf,776,492,Unf,1441,Gd,2645,24.0,456.0,0,5,8,776,26,25,26.0,2217.0,1441.0,1,1,0,1
815,875.0,3.0,No,0,Unf,815,225,,1690,TA,8850,65.0,0.0,0,6,7,815,109,75,109.0,2505.0,1690.0,1,1,0,0
1437,0.0,3.0,No,988,Rec,200,576,Unf,1437,TA,14175,,0.0,0,6,5,1188,69,38,26.0,2625.0,1437.0,1,0,0,0
2156,0.0,3.0,No,297,BLQ,1203,508,RFn,2156,TA,20781,,0.0,80,7,7,1568,57,22,57.0,3724.0,2156.0,1,0,0,0
864,0.0,2.0,No,468,Rec,396,0,,864,TA,5604,67.0,0.0,0,6,5,864,100,75,,1728.0,864.0,1,0,0,0
536,576.0,3.0,No,129,Rec,175,336,Unf,1112,TA,2592,36.0,0.0,0,3,5,536,49,49,49.0,1648.0,1112.0,0,1,0,0
1122,1121.0,4.0,No,700,ALQ,0,746,RFn,2243,Gd,13474,116.0,246.0,44,5,7,700,35,34,35.0,2943.0,2243.0,1,1,1,0
810,518.0,3.0,No,0,Unf,686,210,Unf,1328,TA,9906,57.0,0.0,172,4,4,686,100,75,85.0,2014.0,1328.0,1,1,0,0
968,0.0,4.0,No,0,Unf,656,216,Unf,968,TA,10800,60.0,0.0,0,6,4,656,98,18,97.0,1624.0,968.0,1,0,0,0
698,698.0,3.0,No,0,Unf,698,384,Unf,1396,TA,8730,60.0,0.0,0,7,6,698,110,22,22.0,2094.0,1396.0,1,1,0,0
1856,0.0,1.0,Av,1445,GLQ,411,834,Fin,1856,Ex,11394,88.0,350.0,0,2,9,1856,15,15,15.0,3712.0,1856.0,0,0,0,0
1610,551.0,3.0,No,1288,GLQ,294,789,Fin,2161,Ex,10562,86.0,300.0,120,5,8,1582,18,18,18.0,3743.0,2161.0,0,1,0,0
1602,0.0,3.0,No,1246,ALQ,356,529,Fin,1602,Gd,16635,,126.0,0,7,6,1602,48,25,48.0,3204.0,1602.0,1,0,0,0
630,672.0,3.0,No,0,Unf,630,280,Unf,1302,TA,1680,21.0,142.0,0,5,5,630,54,54,34.0,1932.0,1302.0,0,1,0,0
807,702.0,3.0,No,457,GLQ,326,393,Fin,1509,Gd,7861,,0.0,75,5,6,783,23,22,23.0,2292.0,1509.0,1,1,0,0
912,0.0,2.0,No,737,ALQ,175,352,,912,TA,12968,,0.0,0,6,5,912,63,63,63.0,1824.0,912.0,0,0,0,0
1004,,3.0,No,399,ALQ,605,420,,1664,TA,5000,50.0,0.0,24,7,6,1004,78,75,75.0,2008.0,1004.0,1,0,0,0
1390,304.0,4.0,No,423,Rec,758,576,Unf,1694,TA,8400,60.0,0.0,0,5,6,1181,100,75,100.0,2875.0,1694.0,1,1,0,0
747,0.0,2.0,No,0,Unf,747,220,Unf,747,TA,4608,47.0,0.0,0,6,4,747,80,75,80.0,1494.0,747.0,1,0,0,0
1040,0.0,2.0,,0,,0,420,Unf,1040,TA,7200,60.0,0.0,29,5,4,0,75,75,75.0,1040.0,1040.0,0,0,0,0
831,829.0,3.0,No,0,Unf,831,493,RFn,1660,Gd,8935,68.0,95.0,68,5,7,831,23,23,23.0,2491.0,1660.0,0,1,0,0
1026,665.0,3.0,No,218,LwQ,808,308,Unf,1691,Gd,5000,50.0,0.0,0,6,5,1026,101,75,101.0,2717.0,1691.0,1,1,0,0
864,0.0,3.0,No,398,ALQ,317,720,RFn,864,Gd,7200,60.0,0.0,0,8,5,864,75,23,45.0,1728.0,864.0,1,0,0,0
752,0.0,2.0,No,623,ALQ,0,264,Unf,752,TA,7175,50.0,0.0,0,5,6,744,41,41,41.0,1496.0,752.0,0,0,0,0
963,829.0,3.0,No,361,GLQ,602,564,RFn,1792,Gd,12435,80.0,172.0,96,5,7,963,24,24,24.0,2755.0,1792.0,0,1,0,0
764,862.0,2.0,No,0,Unf,764,474,RFn,1626,Gd,2628,36.0,106.0,27,5,7,764,22,22,22.0,2390.0,1626.0,0,1,0,0
1484,0.0,,Av,428,GLQ,1048,472,RFn,1484,Ex,9037,64.0,32.0,33,5,8,1476,19,19,19.0,2960.0,1484.0,0,0,0,0
1675,1818.0,3.0,No,0,Unf,1470,870,Unf,3493,Gd,18386,87.0,0.0,0,9,7,1470,145,23,22.0,4963.0,3493.0,1,1,0,0
1652,0.0,2.0,No,1572,GLQ,80,840,Fin,1652,Ex,13173,108.0,300.0,102,5,9,1652,19,18,19.0,3304.0,1652.0,1,0,0,0
1276,0.0,,No,0,Unf,1276,350,Unf,1276,TA,9571,68.0,0.0,0,3,5,1276,67,67,67.0,2552.0,1276.0,0,0,0,0
1112,,3.0,No,120,BLQ,736,271,Unf,1668,TA,9600,80.0,0.0,0,8,6,856,75,20,75.0,1968.0,1112.0,1,0,0,0
720,472.0,4.0,No,0,Unf,720,0,,1192,TA,10800,60.0,0.0,0,4,4,720,76,75,,1912.0,1192.0,1,1,0,0
884,0.0,2.0,Av,747,ALQ,0,504,RFn,884,Gd,9180,,0.0,0,7,5,840,42,42,42.0,1724.0,884.0,0,0,0,1
1180,,3.0,Gd,1065,GLQ,92,454,,2062,TA,14364,,128.0,55,5,7,1157,37,36,37.0,2337.0,1180.0,1,0,0,0
827,0.0,2.0,,0,,0,392,,827,TA,7200,60.0,0.0,0,7,5,0,70,18,58.0,827.0,827.0,1,0,0,0
1136,883.0,3.0,No,0,Unf,728,532,Unf,2019,Gd,11414,60.0,0.0,135,8,7,728,115,32,28.0,2747.0,2019.0,1,1,0,0
616,688.0,3.0,Mn,0,Unf,264,336,Fin,1304,TA,2665,,0.0,24,6,5,264,49,49,49.0,1568.0,1304.0,0,1,0,1
684,684.0,3.0,No,0,Unf,684,216,Unf,1368,TA,3600,60.0,0.0,158,7,6,684,115,32,95.0,2052.0,1368.0,1,1,0,0
840,765.0,3.0,No,0,Unf,840,379,Unf,1605,TA,5790,60.0,0.0,0,6,3,840,110,75,110.0,2445.0,1605.0,1,1,0,0
2020,0.0,3.0,No,1436,GLQ,570,900,Fin,2020,Ex,12220,94.0,305.0,54,5,10,2006,16,16,16.0,4026.0,2020.0,0,0,0,0
625,625.0,2.0,No,0,Unf,625,528,RFn,1250,Gd,4251,35.0,0.0,54,5,7,625,19,18,19.0,1875.0,1250.0,1,1,0,0
1624,0.0,2.0,No,1456,GLQ,168,757,RFn,1624,Gd,12461,89.0,0.0,114,5,8,1624,31,30,31.0,3248.0,1624.0,1,0,0,0
845,0.0,2.0,No,565,ALQ,280,360,Unf,845,TA,7599,69.0,0.0,0,6,4,845,43,19,38.0,1690.0,845.0,1,0,0,0
1389,0.0,2.0,Av,1071,ALQ,195,418,RFn,1389,TA,10010,77.0,0.0,38,5,5,1389,51,50,50.0,2778.0,1389.0,1,0,0,0
968,0.0,2.0,No,0,Unf,968,480,Unf,968,TA,8520,60.0,0.0,0,6,5,968,102,19,90.0,1936.0,968.0,1,0,0,0
546,546.0,3.0,No,0,Unf,546,286,Unf,1092,TA,2001,21.0,80.0,0,5,4,546,55,55,55.0,1638.0,1092.0,0,1,0,0
